season,player_name,Tm,Age,Int,PD,Sk,QBHits,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
2016,Kevin Pierre-Louis,SEA,25,0,0,0,1,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2017,Kevin Pierre-Louis,KC,26,0,2,0,1,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2018,Kevin Pierre-Louis,NYJ,27,0,0,1,2,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2019,Kevin Pierre-Louis,CHI,28,1,3,0,2,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2020,Kevin Pierre-Louis,WAS,29,0,2,1,2,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2021,Kevin Pierre-Louis,HOU,30,0,0,0,0,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2022,Kevin Pierre-Louis,HOU,31,0,1,0,0,OLB,Boston Col.,72,232,4.51,28,39,128,6.92,4.02
2016,D.J. Reader,HOU,22,0,1,1,2,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2017,D.J. Reader,HOU,23,0,0,1,6,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2018,D.J. Reader,HOU,24,0,0,2,3,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2019,D.J. Reader,HOU,25,0,0,2.5,13,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2020,D.J. Reader,CIN,26,0,2,0,1,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2021,D.J. Reader,CIN,27,0,0,2,7,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2022,D.J. Reader,CIN,28,0,4,0,5,DT,Clemson,75,327,5.33,30,29.5,99,7.9,4.71
2016,Frostee Rucker,ARI,33,0,1,0,3,DE,USC,75,267,4.88,20,29.5,110,7,4
2017,Frostee Rucker,ARI,34,0,1,1.5,9,DE,USC,75,267,4.88,20,29.5,110,7,4
2018,Frostee Rucker,LV,35,0,2,0,4,DE,USC,75,267,4.88,20,29.5,110,7,4
2016,Shamarko Thomas,PIT,25,0,0,0,0,S,Syracuse,69,213,4.42,28,40.5,133,7,4.26
2017,Shamarko Thomas,BUF,26,0,0,0,0,S,Syracuse,69,213,4.42,28,40.5,133,7,4.26
2018,Shamarko Thomas,DEN,27,0,0,0,0,S,Syracuse,69,213,4.42,28,40.5,133,7,4.26
2016,Stephen Tulloch,PHI,31,0,0,0,0,ILB,NOth Carolina State,71,241,4.84,27,33.5,113,7.19,4.15
2016,Brent Urban,BAL,25,0,2,2,2,DE,Virginia,79,295,4.98,20,,114,7,4
2017,Brent Urban,BAL,26,0,1,0,0,DE,Virginia,79,295,4.98,20,,114,7,4
2018,Brent Urban,BAL,27,0,2,0.5,1,DE,Virginia,79,295,4.98,20,,114,7,4
2019,Brent Urban,CHI,28,0,2,0,1,DE,Virginia,79,295,4.98,20,,114,7,4
2020,Brent Urban,CHI,29,0,1,2.5,4,DE,Virginia,79,295,4.98,20,,114,7,4
2021,Brent Urban,DAL,30,0,1,0,0,DE,Virginia,79,295,4.98,20,,114,7,4
2022,Brent Urban,BAL,31,0,3,1,1,DE,Virginia,79,295,4.98,20,,114,7,4
2016,Kayvon Webster,DEN,25,0,1,0,0,CB,South Florida,70,195,4.41,14,35,125,7,4
2017,Kayvon Webster,LAR,26,1,7,0,0,CB,South Florida,70,195,4.41,14,35,125,7,4
2018,Kayvon Webster,HOU,27,0,0,0,0,CB,South Florida,70,195,4.41,14,35,125,7,4
2019,Kayvon Webster,WAS,28,0,2,0,0,CB,South Florida,70,195,4.41,14,35,125,7,4
2016,Kyle Wilber,DAL,27,0,0,0,0,OLB,Wake Forest,76,249,4.73,25,33.5,117,7.11,4.31
2017,Kyle Wilber,DAL,28,0,0,0,0,OLB,Wake Forest,76,249,4.73,25,33.5,117,7.11,4.31
2018,Kyle Wilber,LV,29,0,0,0,0,OLB,Wake Forest,76,249,4.73,25,33.5,117,7.11,4.31
2019,Kyle Wilber,LV,30,0,2,0,0,OLB,Wake Forest,76,249,4.73,25,33.5,117,7.11,4.31
2020,Kyle Wilber,LV,31,0,0,0,0,OLB,Wake Forest,76,249,4.73,25,33.5,117,7.11,4.31
2016,Sheldon Day,JAX,22,0,0,1,1,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2017,Sheldon Day,SF,23,0,2,2,4,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2018,Sheldon Day,SF,24,0,2,2,3,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2019,Sheldon Day,SF,25,0,0,1,2,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2020,Sheldon Day,IND,26,0,1,0,0,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2021,Sheldon Day,CLE,27,0,2,1,1,DT,Notre Dame,73,293,5.07,21,30,102,7.44,4.5
2016,Josh Forrest,LAR,24,0,1,0,1,ILB,Kentucky,75,249,4.91,11,30.5,118,7,4
2016,Bryce Hager,LAR,24,0,1,0,2,ILB,Baylor,73,234,4.6,26,35,117,7.15,4.36
2017,Bryce Hager,LAR,25,0,1,0,2,ILB,Baylor,73,234,4.6,26,35,117,7.15,4.36
2018,Bryce Hager,LAR,26,0,1,0,0,ILB,Baylor,73,234,4.6,26,35,117,7.15,4.36
2019,Bryce Hager,LAR,27,0,0,0,0,ILB,Baylor,73,234,4.6,26,35,117,7.15,4.36
2020,Bryce Hager,NYJ,28,0,1,0.5,1,ILB,Baylor,73,234,4.6,26,35,117,7.15,4.36
2016,John Jenkins,CHI,27,0,0,0,0,DT,Georgia,76,346,5.21,30,,114,7,4
2017,John Jenkins,CHI,28,0,0,0,0,DT,Georgia,76,346,5.21,30,,114,7,4
2019,John Jenkins,MIA,30,0,1,1,1,DT,Georgia,76,346,5.21,30,,114,7,4
2020,John Jenkins,CHI,31,0,1,0,1,DT,Georgia,76,346,5.21,30,,114,7,4
2021,John Jenkins,MIA,32,0,0,0,0,DT,Georgia,76,346,5.21,30,,114,7,4
2022,John Jenkins,MIA,33,0,0,0,1,DT,Georgia,76,346,5.21,30,,114,7,4
2016,Anthony Johnson,IND,23,0,0,0,2,CB,Virginia,74,205,4.63,15,30.5,116,7,4
2016,Anthony Johnson,IND,23,0,0,0,2,DT,LSU,74,308,5.24,20,24.5,102,7.93,4.83
2017,Anthony Johnson,IND,24,0,0,0,0,CB,Virginia,74,205,4.63,15,30.5,116,7,4
2017,Anthony Johnson,IND,24,0,0,0,0,DT,LSU,74,308,5.24,20,24.5,102,7.93,4.83
2016,Kendrick Lewis,BAL,28,0,0,0,0,S,Mississippi,72,198,4.73,16,31.5,116,6.88,4.33
2018,Kendrick Lewis,TEN,30,0,1,0,0,S,Mississippi,72,198,4.73,16,31.5,116,6.88,4.33
2016,Dean Lowry,GB,22,0,1,2,4,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2017,Dean Lowry,GB,23,0,2,2,5,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2018,Dean Lowry,GB,24,0,3,3,5,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2019,Dean Lowry,GB,25,1,3,0,2,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2020,Dean Lowry,GB,26,0,2,3,4,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2021,Dean Lowry,GB,27,0,4,5,9,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2022,Dean Lowry,GB,28,0,1,0.5,5,DE,NOthwestern,78,296,4.87,30,32.5,114,7.26,4.38
2016,Leon McFadden,DAL,26,0,0,0,0,CB,San Diego State,70,193,4.54,10,34.5,119,6.81,4.27
2016,Stephen Paea,CLE,28,0,0,0.5,3,DT,Oregon State,73,303,4.98,49,,114,7,4
2017,Stephen Paea,DAL,29,0,0,0,0,DT,Oregon State,73,303,4.98,49,,114,7,4
2016,Tenny Palepoi,LAC,26,0,0,0,7,DT,Utah,73,298,5.1,31,30.5,111,7.67,4.53
2017,Tenny Palepoi,LAC,27,0,0,1,1,DT,Utah,73,298,5.1,31,30.5,111,7.67,4.53
2016,Derrick Shelby,ATL,27,0,1,0,2,DE,Utah,75,266,4.87,26,35.5,116,7.09,4.5
2017,Derrick Shelby,ATL,28,0,0,1,1,DE,Utah,75,266,4.87,26,35.5,116,7.09,4.5
2018,Derrick Shelby,ATL,29,0,0,0,0,DE,Utah,75,266,4.87,26,35.5,116,7.09,4.5
2016,Sealver Siliga,TB,26,0,0,1,1,DT,Utah,74,305,5.38,29,29,100,7.7,4.75
2017,Sealver Siliga,TB,27,0,0,0,0,DT,Utah,74,305,5.38,29,29,100,7.7,4.75
2016,Ed Stinson,ARI,26,0,0,0,1,DE,Alabama,75,287,4.98,20,,114,7,4
2017,Ed Stinson,NYJ,27,0,0,0,0,DE,Alabama,75,287,4.98,20,,114,7,4
2016,Darian Thompson,NYG,23,0,0,0,0,S,Boise State,74,208,4.69,12,32.5,118,7.26,4.33
2017,Darian Thompson,NYG,24,1,6,0,2,S,Boise State,74,208,4.69,12,32.5,118,7.26,4.33
2019,Darian Thompson,DAL,26,0,3,1.5,2,S,Boise State,74,208,4.69,12,32.5,118,7.26,4.33
2020,Darian Thompson,DAL,27,1,1,0,1,S,Boise State,74,208,4.69,12,32.5,118,7.26,4.33
2021,Darian Thompson,DAL,28,0,0,0,0,S,Boise State,74,208,4.69,12,32.5,118,7.26,4.33
2016,Leterrius Walton,PIT,24,0,1,0,1,DT,Central Michigan,77,319,5.25,25,27,103,7.91,4.78
2017,Leterrius Walton,PIT,25,0,1,2,3,DT,Central Michigan,77,319,5.25,25,27,103,7.91,4.78
2018,Leterrius Walton,PIT,26,0,1,0,0,DT,Central Michigan,77,319,5.25,25,27,103,7.91,4.78
2016,Kerry Wynn,NYG,25,0,0,0.5,1,DE,Richmond,77,266,4.97,31,34,113,7,4
2017,Kerry Wynn,NYG,26,0,0,1,0,DE,Richmond,77,266,4.97,31,34,113,7,4
2018,Kerry Wynn,NYG,27,0,2,1.5,2,DE,Richmond,77,266,4.97,31,34,113,7,4
2019,Kerry Wynn,CIN,28,0,0,0,0,DE,Richmond,77,266,4.97,31,34,113,7,4
2016,Allen Bailey,KC,27,0,0,0,0,DE,Miami (FL),75,285,4.71,27,36.5,117,7.43,4.56
2017,Allen Bailey,KC,28,0,0,2,2,DE,Miami (FL),75,285,4.71,27,36.5,117,7.43,4.56
2018,Allen Bailey,KC,29,0,0,6,10,DE,Miami (FL),75,285,4.71,27,36.5,117,7.43,4.56
2019,Allen Bailey,ATL,30,0,0,1,2,DE,Miami (FL),75,285,4.71,27,36.5,117,7.43,4.56
2020,Allen Bailey,ATL,31,0,0,1.5,5,DE,Miami (FL),75,285,4.71,27,36.5,117,7.43,4.56
2016,Vernon Butler,CAR,22,0,1,1.5,4,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2017,Vernon Butler,CAR,23,0,1,0,2,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2018,Vernon Butler,CAR,24,0,0,0.5,4,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2019,Vernon Butler,CAR,25,0,0,6,8,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2020,Vernon Butler,BUF,26,0,1,0,2,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2021,Vernon Butler,BUF,27,0,0,0,1,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2022,Vernon Butler,NYG,28,0,0,0,0,DT,Louisiana Tech,76,323,5.33,26,29.5,104,7.82,4.76
2016,Tank Carder,CLE,27,0,0,0,0,ILB,TCU,74,236,4.58,19,34.5,121,6.89,4.18
2016,Chris Carter,WAS,27,0,0,0,0,OLB,Fresno State,73,248,4.58,27,36,114,6.88,4.34
2017,Chris Carter,WAS,28,0,0,0,0,OLB,Fresno State,73,248,4.58,27,36,114,6.88,4.34
2016,Jeremy Cash,CAR,24,0,0,0,0,S,Duke,72,212,4.56,20,,114,7,4
2016,Kevin Dodd,TEN,24,0,0,1,2,DE,Clemson,77,277,4.86,20,,114,7,4
2017,Kevin Dodd,TEN,25,0,0,0,1,DE,Clemson,77,277,4.86,20,,114,7,4
2016,B.J. Goodson,NYG,23,0,0,0,0,OLB,Clemson,73,242,4.69,30,34.5,118,7.05,4.51
2017,B.J. Goodson,NYG,24,0,2,0,0,OLB,Clemson,73,242,4.69,30,34.5,118,7.05,4.51
2018,B.J. Goodson,NYG,25,2,4,0.5,3,OLB,Clemson,73,242,4.69,30,34.5,118,7.05,4.51
2019,B.J. Goodson,GB,26,0,0,0,0,OLB,Clemson,73,242,4.69,30,34.5,118,7.05,4.51
2020,B.J. Goodson,CLE,27,2,6,0.5,3,OLB,Clemson,73,242,4.69,30,34.5,118,7.05,4.51
2016,Adam Gotsis,DEN,24,0,1,0,3,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2017,Adam Gotsis,DEN,25,0,4,2,5,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2018,Adam Gotsis,DEN,26,0,6,3,7,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2019,Adam Gotsis,DEN,27,0,2,0,0,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2020,Adam Gotsis,JAX,28,0,3,0,3,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2021,Adam Gotsis,JAX,29,0,0,3,7,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2022,Adam Gotsis,JAX,30,0,2,1.5,9,DT,Georgia Tech,76,287,4.88,20,,114,7,4
2016,Dwayne Gratz,HOU,26,0,0,0,0,CB,Connecticut,71,201,4.47,22,38,125,6.7,4.15
2016,Joel Heath,HOU,23,0,0,2,4,DT,Michigan State,77,293,5.02,26,33,113,7.44,4.52
2017,Joel Heath,HOU,24,0,0,1,1,DT,Michigan State,77,293,5.02,26,33,113,7.44,4.52
2018,Joel Heath,HOU,25,0,0,0,0,DT,Michigan State,77,293,5.02,26,33,113,7.44,4.52
2016,John Hughes,NO,28,0,0,0,0,DT,Cincinnati,74,309,5.32,28,,114,7,4
2017,John Hughes,NO,29,0,0,0,1,DT,Cincinnati,74,309,5.32,28,,114,7,4
2016,Asa Jackson,DET,27,0,1,0,0,CB,Cal Poly,70,191,4.48,19,34.5,118,6.97,4.03
2017,Asa Jackson,SF,28,0,0,0,0,CB,Cal Poly,70,191,4.48,19,34.5,118,6.97,4.03
2016,Tyson Jackson,ATL,30,0,2,0,1,DE,LSU,76,296,4.94,20,28.5,102,7.64,4.8
2016,Josh Johnson,JAX,27,0,1,0.5,1,CB,Purdue,69,199,4.65,16,35,114,6.99,4.25
2016,Steven Johnson,PIT,28,0,0,0,0,OLB,KCsas,72,239,4.71,16,36,113,7.32,4.38
2017,Steven Johnson,PIT,29,0,0,0,0,OLB,KCsas,72,239,4.71,16,36,113,7.32,4.38
2016,Harlan Miller,ARI,22,1,1,0,0,CB,SE Louisiana,72,182,4.65,6,35.5,118,7.44,4.43
2017,Harlan Miller,ARI,23,0,0,0,0,CB,SE Louisiana,72,182,4.65,6,35.5,118,7.44,4.43
2016,Hayes Pullard,JAX,24,0,0,0,0,ILB,USC,72,240,4.78,19,31,110,7.07,4.39
2017,Hayes Pullard,LAC,25,1,1,0,0,ILB,USC,72,240,4.78,19,31,110,7.07,4.39
2018,Hayes Pullard,LAC,26,0,0,0,0,ILB,USC,72,240,4.78,19,31,110,7.07,4.39
2016,Caraun Reid,LAC,25,0,1,1,2,DT,Princeton,74,302,4.91,20,26.5,106,7.59,4.58
2018,Caraun Reid,DAL,27,0,0,0.5,3,DT,Princeton,74,302,4.91,20,26.5,106,7.59,4.58
2019,Caraun Reid,ARI,28,0,0,0,1,DT,Princeton,74,302,4.91,20,26.5,106,7.59,4.58
2020,Caraun Reid,JAX,29,0,0,0,0,DT,Princeton,74,302,4.91,20,26.5,106,7.59,4.58
2016,Zack Sanchez,CAR,23,0,0,0,0,CB,Oklahoma,71,185,4.5,19,35.5,116,7,4
2016,Tharold Simon,ARI,25,0,0,0,1,CB,LSU,74,202,4.51,9,34,128,7,4
2016,Shayne Skov,SF,26,0,0,0,0,ILB,Stanford,74,245,5.09,20,,114,7,4
2016,Keith Smith,DAL,24,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2017,Keith Smith,DAL,25,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2018,Keith Smith,LV,26,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2019,Keith Smith,ATL,27,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2020,Keith Smith,ATL,28,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2021,Keith Smith,ATL,29,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2022,Keith Smith,ATL,30,0,0,0,0,CB,McNeese State,71,201,4.48,12,36.5,116,7,4
2016,P.J. Williams,NO,23,0,2,0,0,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2017,P.J. Williams,NO,24,2,9,0,0,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2018,P.J. Williams,NO,25,1,9,1,2,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2019,P.J. Williams,NO,26,1,4,1,1,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2020,P.J. Williams,NO,27,1,2,0,0,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2021,P.J. Williams,NO,28,3,5,2,4,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2022,P.J. Williams,NO,29,0,2,0,0,CB,Florida State,72,194,4.57,12,40,132,7.08,4.28
2016,Jerel Worthy,BUF,26,0,0,0,1,DT,Michigan State,74,308,5,20,28.5,107,7.6,4.56
2017,Jerel Worthy,BUF,27,0,0,0,1,DT,Michigan State,74,308,5,20,28.5,107,7.6,4.56
2018,Jerel Worthy,TB,28,0,0,0,0,DT,Michigan State,74,308,5,20,28.5,107,7.6,4.56
2016,Johnthan Banks,HOU,27,0,1,0,0,CB,Mississippi State,74,185,4.61,10,34,125,6.97,4.27
2017,Johnthan Banks,HOU,28,0,0,0,0,CB,Mississippi State,74,185,4.61,10,34,125,6.97,4.27
2016,Angelo Blackson,TEN,24,0,1,0,2,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2017,Angelo Blackson,HOU,25,0,1,0,1,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2018,Angelo Blackson,HOU,26,0,3,1,2,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2019,Angelo Blackson,HOU,27,0,0,0,1,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2020,Angelo Blackson,ARI,28,0,0,2.5,8,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2021,Angelo Blackson,CHI,29,1,2,2.5,9,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2022,Angelo Blackson,CHI,30,0,1,0,1,DT,Auburn,76,318,5.02,20,31,101,7.5,4.57
2016,Carl Bradford,CHI,24,0,0,0,1,OLB,Arizona State,73,250,4.76,23,37.5,122,7.25,4.3
2016,Terrence Brooks,PHI,24,1,1,0,0,S,Florida State,71,198,4.42,10,38,119,7.35,4
2017,Terrence Brooks,NYJ,25,2,3,0,3,S,Florida State,71,198,4.42,10,38,119,7.35,4
2018,Terrence Brooks,NYJ,26,0,1,0,0,S,Florida State,71,198,4.42,10,38,119,7.35,4
2019,Terrence Brooks,NE,27,1,3,0,3,S,Florida State,71,198,4.42,10,38,119,7.35,4
2020,Terrence Brooks,NE,28,0,0,0,1,S,Florida State,71,198,4.42,10,38,119,7.35,4
2021,Terrence Brooks,HOU,29,0,1,0,0,S,Florida State,71,198,4.42,10,38,119,7.35,4
2016,Armonty Bryant,DET,26,0,0,3,3,DE,East Central (OK),76,263,4.86,20,31.5,118,7.32,5
2016,Ryan Carrethers,LAC,25,0,0,0,1,DT,ArKCsas State,73,337,5.47,32,26,88,7.89,4.6
2016,Lorenzo Doss,DEN,22,0,2,0,0,CB,Tulane,70,182,4.5,9,33.5,115,7.2,4.26
2018,Lorenzo Doss,CAR,24,0,0,0,0,CB,Tulane,70,182,4.5,9,33.5,115,7.2,4.26
2016,Matt Elam,BAL,25,0,0,0,0,S,Florida,70,208,4.43,17,35.5,118,7,4
2016,Kavon Frazier,DAL,22,0,0,0,0,S,Central Michigan,72,217,4.53,18,,114,7,4
2017,Kavon Frazier,DAL,23,0,0,0,0,S,Central Michigan,72,217,4.53,18,,114,7,4
2018,Kavon Frazier,DAL,24,0,1,1,1,S,Central Michigan,72,217,4.53,18,,114,7,4
2019,Kavon Frazier,DAL,25,0,0,0,0,S,Central Michigan,72,217,4.53,18,,114,7,4
2020,Kavon Frazier,MIA,26,0,0,0,0,S,Central Michigan,72,217,4.53,18,,114,7,4
2016,Zaviar Gooden,MIA,26,0,0,0,0,OLB,Missouri,73,234,4.47,27,34,131,6.71,4.18
2016,Mark Herzlich,NYG,29,0,0,0,0,OLB,Boston Col.,76,244,4.91,29,32.5,112,7.32,4.46
2016,Jayron Kearse,MIN,22,0,0,0,0,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2017,Jayron Kearse,MIN,23,0,0,0,0,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2018,Jayron Kearse,MIN,24,0,2,0.5,1,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2019,Jayron Kearse,MIN,25,1,6,0,0,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2020,Jayron Kearse,DET,26,0,2,0,1,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2021,Jayron Kearse,DAL,27,2,10,1,6,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2022,Jayron Kearse,DAL,28,1,5,2,2,S,Clemson,76,216,4.62,16,31.5,124,7.06,4
2016,Ryan Russell,TB,24,0,0,1,4,DE,Purdue,76,269,4.75,25,32.5,119,7.25,4.47
2017,Ryan Russell,TB,25,0,0,2,5,DE,Purdue,76,269,4.75,25,32.5,119,7.25,4.47
2016,Chris Smith,JAX,24,0,0,1,1,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2017,Chris Smith,CIN,25,0,2,3,9,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2018,Chris Smith,CLE,26,0,2,1,2,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2019,Chris Smith,CLE,27,0,1,0,1,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2020,Chris Smith,LV,28,0,0,1,4,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2021,Chris Smith,HOU,29,0,0,1.5,3,OLB,ArKCsas,73,266,4.66,28,37,121,7.55,4.46
2016,Derron Smith,CIN,24,0,1,0,0,S,Fresno State,70,200,4.61,20,,114,7,4
2017,Derron Smith,CIN,25,0,0,0,0,S,Fresno State,70,200,4.61,20,,114,7,4
2016,Paul Soliai,CAR,33,0,0,0,1,DT,Utah,76,344,5.1,20,29.5,103,7.66,4.69
2016,Brandon Spikes,BUF,29,0,0,0,0,ILB,Florida,75,249,5.05,20,29,111,6.97,4
2016,Vinnie Sunseri,SF,25,0,0,0,0,S,Alabama,71,210,4,18,,114,7,4
2016,Duke Williams,SF,26,0,1,0,0,S,Nevada,71,203,4.48,13,37.5,126,7,4
2016,Dominique Alexander,CLE,21,0,0,0,0,ILB,Oklahoma,72,232,4.64,17,28.5,104,7,4
2017,Dominique Alexander,CLE,22,0,0,0,0,ILB,Oklahoma,72,232,4.64,17,28.5,104,7,4
2016,Mackensie Alexander,MIN,23,0,0,0,0,CB,Clemson,70,190,4.43,11,,114,7,4
2017,Mackensie Alexander,MIN,24,1,6,0,1,CB,Clemson,70,190,4.43,11,,114,7,4
2018,Mackensie Alexander,MIN,25,0,10,4,5,CB,Clemson,70,190,4.43,11,,114,7,4
2019,Mackensie Alexander,MIN,26,1,5,0.5,2,CB,Clemson,70,190,4.43,11,,114,7,4
2020,Mackensie Alexander,CIN,27,1,6,0,0,CB,Clemson,70,190,4.43,11,,114,7,4
2021,Mackensie Alexander,MIN,28,0,5,0,0,CB,Clemson,70,190,4.43,11,,114,7,4
2022,Mackensie Alexander,DAL,29,0,0,0,0,CB,Clemson,70,190,4.43,11,,114,7,4
2016,Antonio Allen,NYJ,28,0,0,0,0,S,South Carolina,73,210,4.58,17,34,118,7.02,4.25
2016,Arthur Brown,NYJ,23,0,0,0,0,OLB,KCsas State,72,241,4.62,20,,116,7,4
2016,Kamalei Correa,BAL,22,0,1,0,0,DE,Boise State,75,243,4.69,21,33,108,7,4
2017,Kamalei Correa,BAL,23,0,1,0,1,DE,Boise State,75,243,4.69,21,33,108,7,4
2018,Kamalei Correa,TEN,24,0,0,3.5,5,DE,Boise State,75,243,4.69,21,33,108,7,4
2019,Kamalei Correa,TEN,25,0,2,5,5,DE,Boise State,75,243,4.69,21,33,108,7,4
2020,Kamalei Correa,TEN,26,0,1,0,2,DE,Boise State,75,243,4.69,21,33,108,7,4
2016,Ryan Delaire,CAR,24,0,1,1,1,DE,Towson,76,254,4.97,23,,114,7,4
2016,Pierre Desir,LAC,26,0,1,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2017,Pierre Desir,IND,27,1,7,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2018,Pierre Desir,IND,28,1,8,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2019,Pierre Desir,IND,29,3,11,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2020,Pierre Desir,IND,30,3,8,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2021,Pierre Desir,TB,31,2,4,0,0,CB,Lindenwood,73,198,4.59,11,35,133,6.86,4.3
2016,Winston Guy,IND,26,0,0,0,0,S,Kentucky,73,218,4.62,20,,114,7,4
2016,Marqueston Huff,BAL,24,0,0,0,0,S,Wyoming,71,196,4.49,15,35.5,118,7.26,4.19
2016,Cyrus Jones,NE,23,0,0,0,0,CB,Alabama,70,197,4.49,10,33,116,6.71,4.21
2018,Cyrus Jones,BAL,25,0,0,0,0,CB,Alabama,70,197,4.49,10,33,116,6.71,4.21
2019,Cyrus Jones,BAL,26,0,0,0,0,CB,Alabama,70,197,4.49,10,33,116,6.71,4.21
2016,Howard Jones,TB,26,0,0,0,1,OLB,Shepherd,74,235,4.6,21,40.5,124,7.16,4.41
2017,Howard Jones,CHI,27,0,0,1,1,OLB,Shepherd,74,235,4.6,21,40.5,124,7.16,4.41
2016,Ufomba Kamalu,HOU,24,0,0,1,1,DE,Miami (FL),77,295,5.01,26,25,106,7.32,4.58
2017,Ufomba Kamalu,HOU,25,0,0,2,3,DE,Miami (FL),77,295,5.01,26,25,106,7.32,4.58
2018,Ufomba Kamalu,NE,26,0,0,0,0,DE,Miami (FL),77,295,5.01,26,25,106,7.32,4.58
2016,Curt Maggitt,IND,23,0,0,0,1,OLB,Tennessee,75,247,4.73,20,,114,7,4
2016,Nick Marshall,NYJ,24,0,0,0,0,CB,Auburn,73,207,4.54,12,37.5,124,6.96,4.15
2016,Damontre Moore,SEA,24,0,0,0.5,1,DE,Texas A&M,76,250,4.95,12,35.5,122,7,4
2017,Damontre Moore,DAL,25,0,0,0,1,DE,Texas A&M,76,250,4.95,12,35.5,122,7,4
2018,Damontre Moore,LV,26,0,0,0,1,DE,Texas A&M,76,250,4.95,12,35.5,122,7,4
